verbLemma,surface_PP_frequency,surface_DO_frequency,surface_DO_skew,surface_ditransitive_frequency,imputed_PP_frequency,imputed_DO_frequency,imputed_DO_skew,imputed_dative_frequency,nonDative_DO_skew,projected_ditransitive_instances_by_college_age,projected_dative_instances_by_college_age
mail,1477.9761904761906,583.6309523809524,0.2830951349790674,2061.607142857143,1018.1613756613757,550.280612244898,0.3473684210526316,1568.4419879062737,0.06666666666666667,721.5625,548.9546957671957
offer,29103.27380952381,54277.97619047619,0.6509614114741167,83381.25,25348.01267281106,50718.76463700234,0.6785714285714286,76066.7773098134,0.5,29183.437499999996,26623.372058434692
owe,2076.190476190476,1520.8333333333335,0.4228032434221413,3597.0238095238096,1919.4968553459119,1360.7456140350878,0.40963855421686746,3280.242469381,0.5,1258.9583333333333,1148.0848642833498
pass,2956.25,326.48809523809524,0.09945602901178603,3282.7380952380954,2371.497252747253,326.48809523809524,0.0641025641025641,2697.985347985348,0,1148.9583333333333,944.2948717948718
pay,22713.988095238095,5202.678571428572,0.18636460554371,27916.666666666668,19127.568922305763,4877.511160714286,0.189873417721519,24005.08008302005,0.07692307692307693,9770.833333333334,8401.778029057017
phone,6.016260162601625,2.4390243902439024,0.28846153846153844,8.455284552845528,1.7886178861788617,0.8130081300813008,0.3125,2.6016260162601625,0.2777777777777778,2.9593495934959346,0.9105691056910569
pitch,819.9404761904763,72.61904761904762,0.08136045348449483,892.5595238095239,736.5566989507669,72.61904761904762,0.1016949152542373,809.1757465698145,0,312.3958333333333,283.211511299435
pose,780.6547619047619,19.345238095238095,0.02418154761904762,800,750.8587786259543,9.672619047619047,0.007874015748031496,760.5313976735733,0.16666666666666666,280,266.18598918575066
post,2635.416666666667,138.6904761904762,0.04999463576869435,2774.107142857143,1718.7500000000002,138.6904761904762,0.08163265306122448,1857.4404761904764,0,970.9375,650.1041666666667
preach,297.61904761904765,3.869047619047619,0.012833168805528134,301.48809523809524,290.4761904761905,3.869047619047619,0.024,294.3452380952381,0,105.52083333333333,103.02083333333331
promise,293.45238095238096,1537.202380952381,0.8397008616485124,1830.654761904762,277.1494708994709,1452.5857361293142,0.8583333333333333,1729.7352070287852,0.8571428571428571,640.7291666666666,605.4073224600747
pull,681.547619047619,13.392857142857144,0.019271948608137045,694.9404761904763,33.13078703703704,13.392857142857144,0.045454545454545456,46.523644179894184,0,243.22916666666669,16.283275462962962
punt,12.195121951219512,0,0,12.195121951219512,6.991869918699187,0,0,6.991869918699187,0,4.268292682926829,2.4471544715447155
push,3847.0238095238096,14.583333333333334,0.0037764932562620425,3861.607142857143,435.99603174603175,0,0,435.99603174603175,0,1351.5625,152.5986111111111
quote,82.44047619047619,299.1071428571429,0.7839313572542902,381.54761904761904,58.395337301587304,261.71875,0.8045977011494253,320.1140873015873,0.5882352941176471,133.54166666666666,112.03993055555554
radio,2.113821138211382,0.16260162601626016,0.07142857142857142,2.2764227642276422,0,0,NA,0,NA,0.7967479674796747,0
read,1382.7380952380952,504.1666666666667,0.267192429022082,1886.904761904762,1022.0238095238094,438.40579710144925,0.22727272727272727,1460.4296066252587,0.1111111111111111,660.4166666666666,511.1503623188405
refund,142.85714285714286,252.08333333333334,0.6382818387339865,394.9404761904762,128.2051282051282,238.98809523809524,0.6759259259259259,367.1932234432235,0.5,138.22916666666666,128.5176282051282
relay,608.3333333333334,1.4880952380952381,0.002440214738897023,609.8214285714286,556.3390313390314,1.4880952380952381,0.009259259259259259,557.8271265771266,0,213.43749999999997,195.23949430199428
render,383.33333333333337,72.32142857142857,0.15871979098628347,455.6547619047619,299.61685823754794,59.172077922077925,0.20930232558139536,358.78893615962585,0.17391304347826086,159.47916666666666,125.57612765586904
rent,477.9761904761905,105.65476190476191,0.18103008669046405,583.6309523809524,396.3704994192799,105.65476190476191,0.17073170731707318,502.0252613240418,0,204.27083333333334,175.70884146341461
repay,60.11904761904762,25.595238095238095,0.2986111111111111,85.71428571428572,52.71978021978022,23.462301587301585,0.27848101265822783,76.1820818070818,0.2,30,26.66372863247863
roll,151.48809523809524,8.035714285714286,0.05037313432835821,159.52380952380952,12.500000000000002,1.1904761904761905,0.08695652173913043,13.690476190476192,0.04693877551020408,55.83333333333333,4.791666666666667
row,18.452380952380953,0,0,18.452380952380953,0,0,NA,0,0,6.458333333333333,0
schlep,11.38211382113821,0,0,11.38211382113821,0.32520325203252026,0,0,0.32520325203252026,0,3.9837398373983732,0.11382113821138208
sell,10541.964285714286,2904.464285714286,0.2160026560424967,13446.428571428572,9804.026785714286,2821.479591836735,0.2677165354330709,12625.50637755102,0.125,4706.25,4418.927232142857
send,45070.2380952381,40837.5,0.47536462844275074,85907.73809523809,26760.453869047622,39453.17796610169,0.6,66213.63183514931,0.07142857142857142,30067.70833333333,23174.771142302256
serve,1823.2142857142858,1169.9404761904761,0.39087202943223626,2993.154761904762,1519.3452380952383,1169.9404761904761,0.4230769230769231,2689.2857142857147,0,1047.6041666666665,941.2500000000001
ship,1789.5833333333335,284.5238095238095,0.13717893528483283,2074.107142857143,754.1011530398324,248.95833333333331,0.23863636363636365,1003.0594863731658,0.031578947368421054,725.9375,351.070820230608
shoot,213.6904761904762,1107.7380952380952,0.8382882882882883,1321.4285714285716,61.054421768707485,1079.6940928270042,0.9506172839506173,1140.7485145957116,0.16666666666666666,462.5,399.2619801084991
shove,57.73809523809524,2.0833333333333335,0.03482587064676617,59.82142857142858,1.1904761904761905,1.4880952380952381,0.5555555555555556,2.678571428571429,0.010416666666666666,20.9375,0.9375
show,5629.166666666667,29344.34523809524,0.8390448553752414,34973.51190476191,4894.927536231884,27388.05555555556,0.8305084745762712,32282.983091787442,0.7,12240.729166666668,11299.044082125603
shuttle,119.3452380952381,0,0,119.3452380952381,1.4880952380952381,0,0,1.4880952380952381,0,41.770833333333336,0.5208333333333334
sign,850,11.607142857142858,0.013471502590673576,861.6071428571429,87.15644820295982,0,0,87.15644820295982,0.001176470588235294,301.5625,30.504756871035937
signal,130.35714285714286,6.5476190476190474,0.04782608695652174,136.9047619047619,108.0592105263158,3.2738095238095237,0.03076923076923077,111.33302005012531,0.13333333333333333,47.916666666666664,38.966557017543856
slam,48.80952380952381,0.5952380952380952,0.012048192771084338,49.404761904761905,0.5952380952380952,0,0,0.5952380952380952,0.012195121951219513,17.291666666666664,0.20833333333333331
slap,26.19047619047619,1.7857142857142858,0.06382978723404255,27.976190476190478,1.7857142857142856,1.1904761904761905,0.4,2.9761904761904763,0.023809523809523808,9.791666666666666,1.0416666666666667
slide,206.8452380952381,6.5476190476190474,0.030683403068340307,213.39285714285714,13.095238095238095,5.357142857142858,0.2903225806451613,18.452380952380953,0.0061068702290076335,74.6875,6.458333333333333
sling,9.430894308943088,2.7642276422764227,0.22666666666666666,12.195121951219512,4.227642276422764,2.2764227642276422,0.35,6.504065040650406,0.08571428571428572,4.268292682926829,2.2764227642276422
slip,71.13095238095238,92.26190476190476,0.5646630236794171,163.39285714285714,38.30128205128205,82.90200138026225,0.6888888888888889,121.20328343154429,0.22580645161290322,57.18749999999999,42.4211492010405
smuggle,62.79761904761905,1.7857142857142858,0.027649769585253458,64.58333333333334,26.44110275689223,1.7857142857142858,0.07246376811594203,28.226817042606516,0,22.604166666666668,9.87938596491228
sneak,24.404761904761905,20.535714285714285,0.45695364238410596,44.94047619047619,15.974025974025974,19.327731092436974,0.5714285714285714,35.30175706646295,0.13636363636363635,15.729166666666666,12.35561497326203
take,50350.59523809524,12663.392857142857,0.20096161566545598,63013.9880952381,2297.916667,0,0,2297.916667,0.016666666666666666,22054.895833333332,804.2708334499999
teach,3142.559523809524,14240.77380952381,0.8192199698671415,17383.333333333336,2869.2934782608695,13776.400750517598,0.8090909090909091,16645.694228778466,0.6,6084.166666666667,5825.992980072463
telegraph,9.75609756097561,0.4878048780487805,0.047619047619047616,10.24390243902439,9.033423667570009,0.4878048780487805,0.05660377358490566,9.52122854561879,0,3.585365853658536,3.332429990966576
telephone,4.0650406504065035,0.6504065040650406,0.13793103448275862,4.715447154471544,3.0894308943089426,0.3252032520325203,0.09523809523809523,3.414634146341463,0.25,1.6504065040650404,1.195121951219512
telex,0.3252032520325203,0,0,0.3252032520325203,0,0,NA,0,NA,0.11382113821138211,0
tell,1316.6666666666667,28349.107142857145,0.9556166417528618,29665.77380952381,987.5,24569.226190476194,0.9774436090225563,25556.726190476194,0.9523809523809523,10383.020833333332,8944.854166666668
throw,1356.25,785.4166666666667,0.3667315175097276,2141.666666666667,678.125,696.7405913978495,0.5092592592592593,1374.8655913978496,0.11666666666666667,749.5833333333334,481.2029569892473
tip,243.15476190476193,84.22619047619048,0.25727272727272726,327.3809523809524,151.2962962962963,81.67388167388168,0.36363636363636365,232.97017797017799,0.02857142857142857,114.58333333333333,81.53956228956228
toss,245.23809523809524,116.66666666666667,0.3223684210526316,361.9047619047619,139.33982683982686,109.375,0.47368421052631576,248.71482683982686,0.07317073170731707,126.66666666666667,87.05018939393939
tote,9.430894308943088,0.16260162601626016,0.01694915254237288,9.59349593495935,0,0,NA,0,0.01694915254237288,3.357723577235772,0
tow,123.51190476190477,0,0,123.51190476190477,0.5952380952380953,0,0,0.5952380952380953,0,43.22916666666667,0.20833333333333337
trade,491.9642857142857,60.714285714285715,0.1098546042003231,552.6785714285714,455.1819092122831,55.19480519480519,0.09174311926605505,510.3767144070883,0.1111111111111111,193.4375,178.6318500424809
truck,32.142857142857146,0,0,32.142857142857146,1.1904761904761905,0,0,1.1904761904761905,0,11.25,0.41666666666666663
tug,7.317073170731707,0.3252032520325203,0.0425531914893617,7.642276422764227,0,0,NA,0,NA,2.6747967479674792,0
vote,21.42857142857143,23.214285714285715,0.52,44.642857142857146,3.268765133171913,20.169789227166277,0.8548387096774194,23.43855436033819,0.13793103448275862,15.625,8.203494026118367
wheel,40.476190476190474,0,0,40.476190476190474,0.8928571428571429,0,0,0.8928571428571429,0,14.166666666666664,0.3125
will,55.952380952380956,10.119047619047619,0.15315315315315314,66.07142857142857,32.20280918122645,5.979437229437229,0.13978494623655913,38.18224641066368,0.1323529411764706,23.124999999999996,13.363786243732287
wire,216.36904761904762,19.345238095238095,0.08207070707070707,235.71428571428572,65.0733977801647,16.121031746031747,0.2,81.19442952619644,0.021052631578947368,82.5,28.418050334168754
write,3588.690476190476,1569.047619047619,0.30421234852856316,5157.738095238095,2520.62783446712,1274.8511904761904,0.3058823529411765,3795.4790249433104,0.1935483870967742,1805.2083333333333,1328.4176587301586
yield,252.08333333333334,119.3452380952381,0.3213141025641026,371.42857142857144,189.97584541062804,115.72871572871574,0.38095238095238093,305.7045611393438,0.05555555555555555,130,106.99659639877032
